Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
google.com,142.250.181.206,True,False,False,10,0.0,0.0,90.0,10.0,0.0,0.0,0.04495558738708496,0.035270551593157944,1.0,0.0,321.9,7.828793010419933,12.9,7.8287930104199335,9.7,2.0024984394500787,360.8,401.7414093667717
facebook.com,157.240.210.35,True,False,False,10,0.0,0.0,100.0,0.0,0.0,0.0,0.10593175888061523,0.15364973124068212,1.0,0.0,323.9,7.828793010419933,12.9,7.8287930104199335,6.0,0.0,0.0,0.0
microsoft.com,20.112.250.133,True,False,False,10,0.0,0.0,100.0,0.0,0.0,0.0,0.30156726837158204,0.27772705116506813,1.0,0.0,324.9,7.828793010419933,12.9,7.8287930104199335,5.0,0.0,0.0,0.0
googleapis.com,142.251.209.132,True,False,False,10,0.0,0.0,0.0,100.0,0.0,0.0,0.13051705360412597,0.014000071538182479,1.0,0.0,327.5,5.852349955359813,14.5,5.852349955359813,4.0,0.0,1563.7,2.0024984394500787
youtube.com,172.217.19.78,True,False,False,10,0.0,0.0,100.0,0.0,0.0,0.0,0.06201145648956299,0.06332889661098637,1.0,0.0,324.5,5.852349955359813,14.5,5.852349955359813,10.8,0.39999999999999997,45.2,90.4
apple.com,17.253.144.10,True,False,False,10,0.0,0.0,100.0,0.0,0.0,0.0,0.0380720853805542,0.022857244876244305,1.0,0.0,322.5,5.852349955359813,14.5,5.852349955359813,10.0,0.0,310.7,2.0024984394500787
www.google.com,142.251.209.132,True,False,False,10,0.0,0.0,90.0,10.0,0.0,0.0,0.040993547439575194,0.029012446344097744,1.0,0.0,327.5,5.852349955359813,14.5,5.852349955359813,9.3,1.8466185312619388,359.2,402.31748656999736
twitter.com,104.244.42.65,True,False,False,10,0.0,0.0,0.0,100.0,0.0,0.0,0.02995622158050537,0.0123047829627113,1.0,0.0,324.5,5.852349955359813,14.5,5.852349955359813,5.0,0.0,0.0,0.0
instagram.com,157.240.210.174,True,False,False,10,0.0,0.0,100.0,0.0,0.0,0.0,0.019972729682922363,0.010602344650389856,1.0,0.0,326.5,5.852349955359813,14.5,5.852349955359813,6.0,0.0,0.0,0.0
www.google.com,142.251.209.132,True,False,False,10,0.0,10.0,90.0,0.0,0.0,0.0,0.061027812957763675,0.08487200387486718,1.0,0.0,325.7,6.435060217278468,12.7,6.435060217278468,10.8,1.6613247725836149,736.0,1530.6717479590457
