Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
google.com,142.250.181.206,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.9094295501708984,0.0,0.0,0.0,314.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
facebook.com,157.240.210.35,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.3726637363433838,0.0,0.0,0.0,316.0,0.0,1.0,0.0,18.0,0.0,6.0,0.0
microsoft.com,20.231.239.246,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.32520627975463867,0.0,0.0,0.0,317.0,0.0,1.0,0.0,4.0,0.0,2906.0,0.0
googleapis.com,142.250.181.196,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.4038722515106201,0.0,0.0,0.0,318.0,0.0,1.0,0.0,5.0,0.0,1178.0,0.0
youtube.com,142.251.209.142,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.058319807052612305,0.0,0.0,0.0,315.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0
apple.com,17.253.144.10,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.2622499465942383,0.0,0.0,0.0,313.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
www.google.com,142.251.209.132,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.40874791145324707,0.0,0.0,0.0,318.0,0.0,1.0,0.0,5.0,0.0,1178.0,0.0
twitter.com,104.244.42.129,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.2053232192993164,0.0,0.0,0.0,315.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
instagram.com,157.240.210.174,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.6153974533081055,0.0,0.0,0.0,317.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
netflix.com,3.251.50.149,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.3204307556152344,0.0,0.0,0.0,315.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0
gstatic.com,172.217.19.67,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.34699487686157227,0.0,0.0,0.0,315.0,0.0,1.0,0.0,8.0,0.0,1096.0,0.0
linkedin.com,13.107.42.14,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.3928802013397217,0.0,0.0,0.0,316.0,0.0,1.0,0.0,19.0,0.0,3874.0,0.0
events.data.microsoft.com,52.168.117.168,True,True,False,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,329.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
live.com,204.79.197.212,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.5214834213256836,0.0,0.0,0.0,312.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
amazonaws.com,72.21.210.29,True,True,False,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
googletagmanager.com,172.217.19.72,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.2791285514831543,0.0,0.0,0.0,324.0,0.0,1.0,0.0,6.0,0.0,1157.0,0.0
googlevideo.com,142.251.209.132,True,True,False,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,319.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
doubleclick.net,142.251.209.142,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.17420339584350586,0.0,0.0,0.0,319.0,0.0,1.0,0.0,12.0,0.0,251.0,0.0
office.com,13.107.6.156,True,True,False,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,314.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wikipedia.org,185.15.58.224,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.18019628524780273,0.0,0.0,0.0,317.0,0.0,1.0,0.0,19.0,0.0,13014.0,0.0
ctldl.windowsupdate.com,67.26.83.254,True,True,False,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,327.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
amazon.com,205.251.242.103,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.3268158435821533,0.0,0.0,0.0,314.0,0.0,1.0,0.0,5.0,0.0,71.0,0.0
bing.com,13.107.21.200,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.1446540355682373,0.0,0.0,0.0,312.0,0.0,1.0,0.0,14.0,0.0,1449.0,0.0
wordpress.org,198.143.164.253,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.19434022903442383,0.0,0.0,0.0,317.0,0.0,1.0,0.0,8.0,0.0,162.0,0.0
ftl.netflix.com,45.57.41.1,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.10733628273010254,0.0,0.0,0.0,319.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0
icloud.com,17.253.144.10,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.1808006763458252,0.0,0.0,0.0,314.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0
play.google.com,142.250.181.206,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.1479651927947998,0.0,0.0,0.0,319.0,0.0,1.0,0.0,5.0,0.0,1178.0,0.0
youtu.be,142.250.181.206,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.2443242073059082,0.0,0.0,0.0,312.0,0.0,1.0,0.0,5.0,0.0,1178.0,0.0
pinterest.com,151.101.192.84,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.3286447525024414,0.0,0.0,0.0,317.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0
en.wikipedia.org,185.15.58.224,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.1752924919128418,0.0,0.0,0.0,320.0,0.0,1.0,0.0,9.0,0.0,1804.0,0.0
yahoo.com,54.161.105.65,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.2881162166595459,0.0,0.0,0.0,313.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0
tiktokv.com,184.28.198.217,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.13285589218139648,0.0,0.0,0.0,315.0,0.0,1.0,0.0,7.0,0.0,223.0,0.0
nrdp.prod.cloud.netflix.com,54.220.170.166,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.2474203109741211,0.0,0.0,0.0,331.0,0.0,1.0,0.0,10.0,0.0,427.0,0.0
googlesyndication.com,142.251.209.132,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.47869324684143066,0.0,0.0,0.0,325.0,0.0,1.0,0.0,5.0,0.0,1178.0,0.0
fbcdn.net,157.240.210.35,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.03996706008911133,0.0,0.0,0.0,313.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
login.microsoftonline.com,20.190.159.23,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.20993947982788086,0.0,0.0,0.0,329.0,0.0,1.0,0.0,16.0,0.0,146.0,0.0
github.com,140.82.121.3,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.32568788528442383,0.0,0.0,0.0,314.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
vimeo.com,162.159.128.61,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.3615550994873047,0.0,0.0,0.0,313.0,0.0,1.0,0.0,22.0,0.0,226.0,0.0
digicert.com,45.60.131.229,True,True,False,1,0.0,100.0,0.0,0.0,0.0,0.0,0.9573853015899658,0.0,0.0,0.0,316.0,0.0,1.0,0.0,16.0,0.0,402.0,0.0
maps.google.com,142.251.209.142,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.15247321128845215,0.0,0.0,0.0,319.0,0.0,1.0,0.0,5.0,0.0,1178.0,0.0
goo.gl,142.251.209.142,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.10419225692749023,0.0,0.0,0.0,310.0,0.0,1.0,0.0,15.0,0.0,251.0,0.0
adobe.com,2.16.206.78,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.15201258659362793,0.0,0.0,0.0,313.0,0.0,1.0,0.0,7.0,0.0,223.0,0.0
office365.com,40.71.11.169,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.13000011444091797,0.0,0.0,0.0,317.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
docs.google.com,142.251.209.142,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.34037065505981445,0.0,0.0,0.0,319.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0
cloudflare.com,104.16.133.229,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.6539993286132812,0.0,0.0,0.0,318.0,0.0,1.0,0.0,6.0,0.0,151.0,0.0
plus.google.com,142.251.209.142,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.6575870513916016,0.0,0.0,0.0,319.0,0.0,1.0,0.0,12.0,0.0,221.0,0.0
itunes.apple.com,104.102.16.29,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.3521900177001953,0.0,0.0,0.0,320.0,0.0,1.0,0.0,7.0,0.0,209.0,0.0
msn.com,204.79.197.219,True,True,False,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,311.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
google-analytics.com,142.251.209.132,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.2389390468597412,0.0,0.0,0.0,324.0,0.0,1.0,0.0,9.0,0.0,230.0,0.0
spotify.com,35.186.224.25,True,True,False,1,0.0,0.0,100.0,0.0,0.0,0.0,0.27489256858825684,0.0,0.0,0.0,315.0,0.0,1.0,0.0,14.0,0.0,138.0,0.0
