Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length,CHI2 Test Deviation-Statuscode,CHI2 Test p
www.qq.com,104.101.253.247,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.11936841011047364,0.07655570016963993,0.0,0.0,424.0,0.0,1.0,0.0,13.0,0.0,15072.0,0.0,0.0,1.0
www.youtube.com,142.250.181.206,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.08300900459289551,0.019684311175270395,0.0,0.0,429.0,0.0,1.0,0.0,19.1,0.29999999999999993,0.0,0.0,0.0,1.0
www.apple.com,2.16.252.237,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.09765665531158448,0.034910889775885454,0.0,0.0,427.0,0.0,1.0,0.0,17.0,0.0,14264.4,1.2,0.0,1.0
www.ui.com,18.155.153.28,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.051465082168579104,0.01583570840542775,0.0,0.0,424.0,0.0,1.0,0.0,18.0,0.0,9951.0,0.0,0.0,1.0
www.icloud.com,104.101.246.175,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.043956542015075685,0.012979940976542061,0.0,0.0,428.0,0.0,1.0,0.0,21.0,0.0,13952.0,0.0,0.0,1.0
www.apache.org,151.101.2.132,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.04209339618682861,0.014894292484026303,0.0,0.0,428.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0
www.amazon.com,54.192.210.111,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.27363274097442625,0.10126579122900256,0.0,0.0,428.0,0.0,1.0,0.0,25.2,3.6000000000000005,4187.9,5601.618184953345,0.0,1.0
www.adobe.com,2.23.176.40,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.12048866748809814,0.05095444506974261,0.0,0.0,427.0,0.0,1.0,0.0,22.0,0.0,13256.8,19.019989484749985,0.0,1.0
api.whatsapp.com,157.240.210.60,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.2503397464752197,0.023376553270837475,0.0,0.0,430.0,0.0,1.0,0.0,20.0,0.0,5.8,0.39999999999999997,0.0,1.0
www.office.com,13.107.6.156,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.04617319107055664,0.005889527104419524,0.0,0.0,428.0,0.0,1.0,0.0,20.0,0.0,10.0,0.0,0.0,1.0
www.wikipedia.org,185.15.59.224,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.11762256622314453,0.04666181276044918,0.0,0.0,431.0,0.0,1.0,0.0,19.0,0.0,13020.5,0.6708203932499369,0.0,1.0
www.google.com,142.251.209.132,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.15254452228546142,0.060675838762963286,0.0,0.0,428.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
www.facebook.com,157.240.210.35,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.22760207653045655,0.042758923004466105,0.0,0.0,430.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
www.bing.com,2.16.204.134,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.07679874897003174,0.018018646457826006,0.0,0.0,426.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
www.instagram.com,157.240.210.174,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.07640931606292725,0.020034272773259375,0.0,0.0,431.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
www.pinterest.com,2.16.192.196,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.30890402793884275,0.09318592208381644,0.0,0.0,431.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0
www.linkedin.com,13.107.42.14,True,True,False,10,0.0,80.0,0.0,20.0,0.0,0.0,0.4127529144287109,0.3295642659679976,0.0,0.0,430.0,0.0,1.0,0.0,17.8,2.9597297173897483,3919.1,88.5996049652593,0.0,1.0
